search_term	match_term	match_type	gene	drug	interaction_types	sources	pmids
CAMPTOTHECIN	CAMPTOTHECIN	Definite	PIK3CA	CAMPTOTHECIN	""	JAX-CKB|NCI	24042735|12464623|25688157
CAMPTOTHECIN	CAMPTOTHECIN	Definite	HUS1	CAMPTOTHECIN	""	NCI	14762204
CAMPTOTHECIN	CAMPTOTHECIN	Definite	TOP2A	CAMPTOTHECIN	""	NCI	11205246
CAMPTOTHECIN	CAMPTOTHECIN	Definite	CYP2C19	CAMPTOTHECIN	""	DTC	""
CAMPTOTHECIN	CAMPTOTHECIN	Definite	STAG2	CAMPTOTHECIN	""	JAX-CKB	21852505|24356817
CAMPTOTHECIN	CAMPTOTHECIN	Definite	DCK	CAMPTOTHECIN	""	NCI	14973057
CAMPTOTHECIN	CAMPTOTHECIN	Definite	CYP1A2	CAMPTOTHECIN	""	DTC	""
CAMPTOTHECIN	CAMPTOTHECIN	Definite	COL18A1	CAMPTOTHECIN	""	NCI	15069724
CAMPTOTHECIN	CAMPTOTHECIN	Definite	BIRC5	CAMPTOTHECIN	""	NCI	16211302
CAMPTOTHECIN	CAMPTOTHECIN	Definite	BAX	CAMPTOTHECIN	""	NCI	9398050
CAMPTOTHECIN	CAMPTOTHECIN	Definite	WRN	CAMPTOTHECIN	""	NCI	17303082
CAMPTOTHECIN	CAMPTOTHECIN	Definite	TGM2	CAMPTOTHECIN	""	NCI	9758415
CAMPTOTHECIN	CAMPTOTHECIN	Definite	NFE2L2	CAMPTOTHECIN	""	DTC	""
CAMPTOTHECIN	CAMPTOTHECIN	Definite	CDK4	CAMPTOTHECIN	""	NCI	10777774
CAMPTOTHECIN	CAMPTOTHECIN	Definite	HSD17B10	CAMPTOTHECIN	""	DTC	""
CAMPTOTHECIN	CAMPTOTHECIN	Definite	BDNF	CAMPTOTHECIN	""	NCI	10428835
CAMPTOTHECIN	CAMPTOTHECIN	Definite	KRAS	CAMPTOTHECIN	""	JAX-CKB	24042735|25688157
CAMPTOTHECIN	CAMPTOTHECIN	Definite	THPO	CAMPTOTHECIN	""	DTC	""
CAMPTOTHECIN	CAMPTOTHECIN	Definite	GSTP1	CAMPTOTHECIN	""	NCI	15500952
CAMPTOTHECIN	CAMPTOTHECIN	Definite	VDR	CAMPTOTHECIN	""	NCI	7510956
CAMPTOTHECIN	CAMPTOTHECIN	Definite	MTOR	CAMPTOTHECIN	""	DTC	""
CAMPTOTHECIN	CAMPTOTHECIN	Definite	ATAD5	CAMPTOTHECIN	""	DTC	""
CAMPTOTHECIN	CAMPTOTHECIN	Definite	MGMT	CAMPTOTHECIN	""	NCI	16258022
CAMPTOTHECIN	CAMPTOTHECIN	Definite	THBS1	CAMPTOTHECIN	""	NCI	16962673
VINBLASTINE	VINBLASTINE	Definite	TUBB2A	VINBLASTINE	""	DTC|TdgClinicalTrial|TEND	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	ABCB1	VINBLASTINE	""	DTC	21348461|20363635
VINBLASTINE	VINBLASTINE	Definite	TUBB	VINBLASTINE	adduct|inhibitor	DTC	9664292|23708010|1818332|18220533|15579115|23916255|14619954
VINBLASTINE	VINBLASTINE	Definite	CGA	VINBLASTINE	""	NCI	6181870
VINBLASTINE	VINBLASTINE	Definite	TUBA1C	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	TUBB4B	VINBLASTINE	""	DTC|TTD	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	GMNN	VINBLASTINE	""	DTC	""
VINBLASTINE	VINBLASTINE	Definite	TUBA1A	VINBLASTINE	adduct	DTC	9664292|23708010|1818332|18220533|15579115|23916255|14619954
VINBLASTINE	VINBLASTINE	Definite	TUBA3D	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	TUBB6	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	MMP2	VINBLASTINE	""	NCI	10590059
VINBLASTINE	VINBLASTINE	Definite	ABCB4	VINBLASTINE	""	NCI	7918493
VINBLASTINE	VINBLASTINE	Definite	TUBA3C	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	CYP3A4	VINBLASTINE	""	PharmGKB	9187528
VINBLASTINE	VINBLASTINE	Definite	TUBB2B	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	TUBB4A	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	TUBA4A	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	CSF2	VINBLASTINE	""	NCI	10640980
VINBLASTINE	VINBLASTINE	Definite	CDKN1A	VINBLASTINE	""	NCI	8763853
VINBLASTINE	VINBLASTINE	Definite	KLK3	VINBLASTINE	""	NCI	1371564
VINBLASTINE	VINBLASTINE	Definite	TUBA1B	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	PTHLH	VINBLASTINE	""	NCI	9784008
VINBLASTINE	VINBLASTINE	Definite	TUBB1	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	TBXA2R	VINBLASTINE	""	NCI	8632653
VINBLASTINE	VINBLASTINE	Definite	GSTM1	VINBLASTINE	""	PharmGKB	23323945
VINBLASTINE	VINBLASTINE	Definite	NR1I2	VINBLASTINE	""	PharmGKB	""
VINBLASTINE	VINBLASTINE	Definite	TUBA3E	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	TUBB8	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	TUBB3	VINBLASTINE	""	DTC	23708010|23916255
VINBLASTINE	VINBLASTINE	Definite	TRH	VINBLASTINE	""	NCI	6774314
THAPSIGARGIN	THAPSIGARGIN	Definite	HSPA5	THAPSIGARGIN	""	DTC	""
THAPSIGARGIN	THAPSIGARGIN	Definite	MTOR	THAPSIGARGIN	""	DTC	""
THAPSIGARGIN	THAPSIGARGIN	Definite	ATXN2	THAPSIGARGIN	""	DTC	""
THAPSIGARGIN	THAPSIGARGIN	Definite	ATP2A1	THAPSIGARGIN	""	TTD	""
VINORELBINE	VINORELBINE	Definite	TUBB2A	VINORELBINE	""	DTC|TdgClinicalTrial|TEND	25768699
VINORELBINE	VINORELBINE	Definite	TUBA3E	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	TUBA1C	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	TUBA1A	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	XRCC1	VINORELBINE	""	CIViC	19157633
VINORELBINE	VINORELBINE	Definite	BRCA1	VINORELBINE	""	JAX-CKB|NCI	26801247|14559807
VINORELBINE	VINORELBINE	Definite	TUBB1	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	TUBB	VINORELBINE	antagonist|inhibitor	DTC	25768699|20403547|7740336|17139284|17016423|9515574
VINORELBINE	VINORELBINE	Definite	TUBA4A	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	ERBB2	VINORELBINE	""	JAX-CKB	27992451|24742739
VINORELBINE	VINORELBINE	Definite	BAX	VINORELBINE	""	NCI	11720482
VINORELBINE	VINORELBINE	Definite	SMARCA4	VINORELBINE	""	CIViC	26671993
VINORELBINE	VINORELBINE	Definite	TUB	VINORELBINE	""	TTD	""
VINORELBINE	VINORELBINE	Definite	TUBA3D	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	TUBB4B	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	TUBB3	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	TUBA3C	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	APC	VINORELBINE	""	JAX-CKB	22399804
VINORELBINE	VINORELBINE	Definite	TUBB6	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	TUBB2B	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	TUBB4A	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	BRCA2	VINORELBINE	""	JAX-CKB	26801247
VINORELBINE	VINORELBINE	Definite	CASP7	VINORELBINE	""	PharmGKB	22441531
VINORELBINE	VINORELBINE	Definite	RRM1	VINORELBINE	""	CIViC	23038758|24647522
VINORELBINE	VINORELBINE	Definite	TUBB8	VINORELBINE	""	DTC	25768699
VINORELBINE	VINORELBINE	Definite	TUBA1B	VINORELBINE	""	DTC	25768699
PACLITAXEL	PACLITAXEL	Definite	TUBB	PACLITAXEL	inhibitor	DTC|ChemblInteractions|TTD	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	EDNRB	PACLITAXEL	""	NCI	16741060
PACLITAXEL	PACLITAXEL	Definite	GSTP1	PACLITAXEL	""	CIViC	25010864
PACLITAXEL	PACLITAXEL	Definite	TUBB1	PACLITAXEL	inhibitor	DTC|TdgClinicalTrial|ChemblInteractions|TEND	23631389|25369367|25768699|17314054|24457094|22595423|23313639|19575780|17887662|23387901|19758808|17139284|23725535|24953821|17016423|1350385
PACLITAXEL	PACLITAXEL	Definite	BIRC5	PACLITAXEL	""	ClearityFoundationBiomarkers|NCI	16211241|15347474
PACLITAXEL	PACLITAXEL	Definite	ABCB1	PACLITAXEL	""	DTC|NCI|CIViC	16289636|15876424|16467099
PACLITAXEL	PACLITAXEL	Definite	CASP3	PACLITAXEL	""	NCI	9067280
PACLITAXEL	PACLITAXEL	Definite	CASP7	PACLITAXEL	""	PharmGKB	22441531
PACLITAXEL	PACLITAXEL	Definite	SLC29A1	PACLITAXEL	""	PharmGKB	24361227
PACLITAXEL	PACLITAXEL	Definite	OPRM1	PACLITAXEL	""	PharmGKB	23963862
PACLITAXEL	PACLITAXEL	Definite	TUBB3	PACLITAXEL	inhibitor	DTC|ClearityFoundationBiomarkers|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	GMNN	PACLITAXEL	""	DTC	""
PACLITAXEL	PACLITAXEL	Definite	SOX10	PACLITAXEL	""	PharmGKB	23963862
PACLITAXEL	PACLITAXEL	Definite	DDIT3	PACLITAXEL	""	NCI	8554977
PACLITAXEL	PACLITAXEL	Definite	TUBA1B	PACLITAXEL	inhibitor	DTC|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	TP53	PACLITAXEL	""	JAX-CKB|NCI|CIViC	16459017|24065105
PACLITAXEL	PACLITAXEL	Definite	SPATA5	PACLITAXEL	""	PharmGKB	24444404
PACLITAXEL	PACLITAXEL	Definite	GSTT1	PACLITAXEL	""	NCI	12851839
PACLITAXEL	PACLITAXEL	Definite	NAT2	PACLITAXEL	""	NCI	11955677
PACLITAXEL	PACLITAXEL	Definite	TUBB8	PACLITAXEL	inhibitor	DTC|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	CYP1B1	PACLITAXEL	""	PharmGKB	21151855|24599932
PACLITAXEL	PACLITAXEL	Definite	ABCC3	PACLITAXEL	""	CIViC	18593940
PACLITAXEL	PACLITAXEL	Definite	TUBA4A	PACLITAXEL	inhibitor	DTC|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	MET	PACLITAXEL	""	JAX-CKB	28514312|26432108
PACLITAXEL	PACLITAXEL	Definite	TUBA3C	PACLITAXEL	""	DTC	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	SRC	PACLITAXEL	""	JAX-CKB	22784709
PACLITAXEL	PACLITAXEL	Definite	TUBB2B	PACLITAXEL	inhibitor	DTC|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	NFE2	PACLITAXEL	""	NCI	14761679
PACLITAXEL	PACLITAXEL	Definite	AKT1	PACLITAXEL	""	JAX-CKB	""
PACLITAXEL	PACLITAXEL	Definite	MAP3K1	PACLITAXEL	""	PharmGKB	21636554
PACLITAXEL	PACLITAXEL	Definite	RAF1	PACLITAXEL	""	PharmGKB	21636554
PACLITAXEL	PACLITAXEL	Definite	TUBA3E	PACLITAXEL	inhibitor	DTC|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	BCL2	PACLITAXEL	inhibitor	TdgClinicalTrial|ClearityFoundationClinicalTrial|TEND|PharmGKB|TTD	16741658|16895478|23963862|17230521|17119350|17062688
PACLITAXEL	PACLITAXEL	Definite	TUBB4A	PACLITAXEL	""	DTC	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	RRM1	PACLITAXEL	""	CIViC	23038758
PACLITAXEL	PACLITAXEL	Definite	TUBB6	PACLITAXEL	inhibitor	DTC|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	NR1I2	PACLITAXEL	agonist|inducer	PharmGKB	21151855|18839173
PACLITAXEL	PACLITAXEL	Definite	GSTM1	PACLITAXEL	""	PharmGKB	26803611
PACLITAXEL	PACLITAXEL	Definite	PGP	PACLITAXEL	""	ClearityFoundationBiomarkers	""
PACLITAXEL	PACLITAXEL	Definite	FASN	PACLITAXEL	""	NCI	15657900
PACLITAXEL	PACLITAXEL	Definite	TUBB4B	PACLITAXEL	inhibitor	DTC|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	PTEN	PACLITAXEL	""	JAX-CKB|CIViC	25637314|25833835|25672916
PACLITAXEL	PACLITAXEL	Definite	LIF	PACLITAXEL	""	NCI	11800022
PACLITAXEL	PACLITAXEL	Definite	TUBB2A	PACLITAXEL	inhibitor	DTC|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	TUBA1A	PACLITAXEL	inhibitor	DTC|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	ACSS2	PACLITAXEL	""	PharmGKB	21636554
PACLITAXEL	PACLITAXEL	Definite	TUBA3D	PACLITAXEL	inhibitor	DTC|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	PIK3CA	PACLITAXEL	""	JAX-CKB|NCI	26469692|24170767|12761490|26245675|21216929
PACLITAXEL	PACLITAXEL	Definite	CYP19A1	PACLITAXEL	""	PharmGKB	""
PACLITAXEL	PACLITAXEL	Definite	ERBB2	PACLITAXEL	""	JAX-CKB|CIViC	24886365|26469692|27078022|24868024|27556950|26432108|29584549
PACLITAXEL	PACLITAXEL	Definite	SMAD4	PACLITAXEL	""	JAX-CKB	28514312
PACLITAXEL	PACLITAXEL	Definite	CDKN1A	PACLITAXEL	""	NCI	12574211
PACLITAXEL	PACLITAXEL	Definite	TLE3	PACLITAXEL	""	ClearityFoundationBiomarkers	""
PACLITAXEL	PACLITAXEL	Definite	AR	PACLITAXEL	""	DTC	""
PACLITAXEL	PACLITAXEL	Definite	NRG1	PACLITAXEL	""	CIViC	23390248
PACLITAXEL	PACLITAXEL	Definite	ABCC1	PACLITAXEL	""	PharmGKB	21151855
PACLITAXEL	PACLITAXEL	Definite	CYP3A5	PACLITAXEL	""	NCI|PharmGKB	26179145|16753005|20212519
PACLITAXEL	PACLITAXEL	Definite	KRAS	PACLITAXEL	""	JAX-CKB|CIViC	16043828|22139083|26307133|21216929
PACLITAXEL	PACLITAXEL	Definite	BRCA1	PACLITAXEL	""	JAX-CKB|NCI	12684687
PACLITAXEL	PACLITAXEL	Definite	EGFR	PACLITAXEL	""	JAX-CKB|CIViC|PharmGKB	24886365|22370314|20573926|19692680|22581822|21783417|22285168|21900837|22139083|20022809
PACLITAXEL	PACLITAXEL	Definite	PDCD4	PACLITAXEL	""	CIViC	25928036
PACLITAXEL	PACLITAXEL	Definite	IL2RA	PACLITAXEL	""	NCI	16595340
PACLITAXEL	PACLITAXEL	Definite	PDGFRA	PACLITAXEL	""	JAX-CKB	28514312
PACLITAXEL	PACLITAXEL	Definite	CDKN2A	PACLITAXEL	""	JAX-CKB	28514312
PACLITAXEL	PACLITAXEL	Definite	SLCO1B1	PACLITAXEL	""	PharmGKB	30520341
PACLITAXEL	PACLITAXEL	Definite	FOS	PACLITAXEL	""	NCI	9588740
PACLITAXEL	PACLITAXEL	Definite	ABCC2	PACLITAXEL	""	PharmGKB	21151855
PACLITAXEL	PACLITAXEL	Definite	PIK3CG	PACLITAXEL	""	NCI	12087097
PACLITAXEL	PACLITAXEL	Definite	SOD2	PACLITAXEL	""	PharmGKB	25495407
PACLITAXEL	PACLITAXEL	Definite	ERCC1	PACLITAXEL	""	CIViC|PharmGKB	25495407|17229776
PACLITAXEL	PACLITAXEL	Definite	ATM	PACLITAXEL	""	JAX-CKB	26282658
PACLITAXEL	PACLITAXEL	Definite	BRCA2	PACLITAXEL	""	JAX-CKB	""
PACLITAXEL	PACLITAXEL	Definite	EIF4EBP1	PACLITAXEL	""	NCI	15897904
PACLITAXEL	PACLITAXEL	Definite	FGD4	PACLITAXEL	""	PharmGKB	22843789
PACLITAXEL	PACLITAXEL	Definite	MYB	PACLITAXEL	""	NCI	15001837
PACLITAXEL	PACLITAXEL	Definite	TOP2A	PACLITAXEL	""	TdgClinicalTrial	""
PACLITAXEL	PACLITAXEL	Definite	CYP3A4	PACLITAXEL	""	PharmGKB	21151855|16890579|9187528|25398452
PACLITAXEL	PACLITAXEL	Definite	MMP2	PACLITAXEL	""	NCI	9174131
PACLITAXEL	PACLITAXEL	Definite	TUBA1C	PACLITAXEL	inhibitor	DTC|ChemblInteractions	23631389|25369367|25768699|24457094|22595423|23313639|17887662|23387901|19758808|23725535|24953821
PACLITAXEL	PACLITAXEL	Definite	FNTB	PACLITAXEL	""	PharmGKB	26033044
PACLITAXEL	PACLITAXEL	Definite	BDNF	PACLITAXEL	""	NCI	16778834
PACLITAXEL	PACLITAXEL	Definite	NOTCH1	PACLITAXEL	""	JAX-CKB	25104330
PACLITAXEL	PACLITAXEL	Definite	SLCO1B3	PACLITAXEL	""	PharmGKB	21151855|26267044|26641474
PACLITAXEL	PACLITAXEL	Definite	ABCC10	PACLITAXEL	""	CIViC	18445659
PACLITAXEL	PACLITAXEL	Definite	CXCL8	PACLITAXEL	""	NCI	9271387
PACLITAXEL	PACLITAXEL	Definite	SYK	PACLITAXEL	""	CIViC	26096845
PACLITAXEL	PACLITAXEL	Definite	TRIM5	PACLITAXEL	""	PharmGKB	""
PACLITAXEL	PACLITAXEL	Definite	EPHA5	PACLITAXEL	""	PharmGKB	26133776|22843789|26763541|26133777
PACLITAXEL	PACLITAXEL	Definite	JAK2	PACLITAXEL	""	JAX-CKB	27075627
PACLITAXEL	PACLITAXEL	Definite	ABCG2	PACLITAXEL	""	PharmGKB	21151855
PACLITAXEL	PACLITAXEL	Definite	DSCAM	PACLITAXEL	""	PharmGKB	21079520
PACLITAXEL	PACLITAXEL	Definite	E2F1	PACLITAXEL	""	NCI	16849574
PACLITAXEL	PACLITAXEL	Definite	CDK2	PACLITAXEL	""	NCI	16020661
PACLITAXEL	PACLITAXEL	Definite	AURKA	PACLITAXEL	""	CIViC	12559175
PACLITAXEL	PACLITAXEL	Definite	ERCC2	PACLITAXEL	""	CIViC	19470925
PACLITAXEL	PACLITAXEL	Definite	MAD1L1	PACLITAXEL	""	PharmGKB	23407047
PACLITAXEL	PACLITAXEL	Definite	STMN1	PACLITAXEL	""	CIViC	24587245
OMIPALISIB	OMIPALISIB	Definite	AKT3	OMIPALISIB	inhibitor	MyCancerGenomeClinicalTrial	""
OMIPALISIB	OMIPALISIB	Definite	PIK3R2	OMIPALISIB	inhibitor	ChemblInteractions|MyCancerGenomeClinicalTrial	""
OMIPALISIB	OMIPALISIB	Definite	BRAF	OMIPALISIB	""	JAX-CKB	22389471
OMIPALISIB	OMIPALISIB	Definite	PIK3R5	OMIPALISIB	inhibitor	ChemblInteractions|MyCancerGenomeClinicalTrial	""
OMIPALISIB	OMIPALISIB	Definite	MAP2K1	OMIPALISIB	""	JAX-CKB	22389471
OMIPALISIB	OMIPALISIB	Definite	NRAS	OMIPALISIB	""	JAX-CKB|CIViC	22389471|23431193
OMIPALISIB	OMIPALISIB	Definite	PIK3CA	OMIPALISIB	inhibitor	ClearityFoundationBiomarkers|JAX-CKB|ChemblInteractions|MyCancerGenomeClinicalTrial	26603258
OMIPALISIB	OMIPALISIB	Definite	PIK3CD	OMIPALISIB	inhibitor	ClearityFoundationClinicalTrial|ChemblInteractions|MyCancerGenomeClinicalTrial	""
OMIPALISIB	OMIPALISIB	Definite	AKT2	OMIPALISIB	inhibitor	MyCancerGenomeClinicalTrial	""
OMIPALISIB	OMIPALISIB	Definite	PIK3R3	OMIPALISIB	inhibitor	ChemblInteractions|MyCancerGenomeClinicalTrial	""
OMIPALISIB	OMIPALISIB	Definite	PIK3CG	OMIPALISIB	inhibitor	ChemblInteractions|MyCancerGenomeClinicalTrial|TTD	""
OMIPALISIB	OMIPALISIB	Definite	PIK3R4	OMIPALISIB	inhibitor	MyCancerGenomeClinicalTrial	""
OMIPALISIB	OMIPALISIB	Definite	PTEN	OMIPALISIB	""	ClearityFoundationBiomarkers	""
OMIPALISIB	OMIPALISIB	Definite	AKT1	OMIPALISIB	inhibitor	MyCancerGenomeClinicalTrial	""
OMIPALISIB	OMIPALISIB	Definite	MTOR	OMIPALISIB	inhibitor	ChemblInteractions	""
OMIPALISIB	OMIPALISIB	Definite	PIK3CB	OMIPALISIB	inhibitor	ChemblInteractions|MyCancerGenomeClinicalTrial	""
OMIPALISIB	OMIPALISIB	Definite	PIK3R1	OMIPALISIB	inhibitor	ClearityFoundationBiomarkers|ChemblInteractions|MyCancerGenomeClinicalTrial	""
OMIPALISIB	OMIPALISIB	Definite	PIK3R6	OMIPALISIB	inhibitor	MyCancerGenomeClinicalTrial	""
OMIPALISIB	OMIPALISIB	Definite	GNAQ	OMIPALISIB	""	JAX-CKB	22733540
BRYOSTATIN 1	BRYOSTATIN	Definite	PRKCH	BRYOSTATIN	""	TdgClinicalTrial	""
BRYOSTATIN 1	BRYOSTATIN	Definite	PRKD3	BRYOSTATIN	""	TdgClinicalTrial	""
BRYOSTATIN 1	BRYOSTATIN	Definite	PRKCB	BRYOSTATIN	""	DTC|TdgClinicalTrial	22579485
BRYOSTATIN 1	BRYOSTATIN	Definite	PRKCD	BRYOSTATIN	""	DTC|TdgClinicalTrial	22579485
BRYOSTATIN 1	BRYOSTATIN	Definite	PRKCA	BRYOSTATIN	""	DTC|TdgClinicalTrial	22579485
BRYOSTATIN 1	BRYOSTATIN	Definite	IL2RA	BRYOSTATIN	""	NCI	10988359
BRYOSTATIN 1	BRYOSTATIN	Definite	PRKCE	BRYOSTATIN	""	TdgClinicalTrial	""
BRYOSTATIN 1	BRYOSTATIN	Definite	PRKD2	BRYOSTATIN	""	TdgClinicalTrial	""
BRYOSTATIN 1	BRYOSTATIN	Definite	PRKCG	BRYOSTATIN	""	TdgClinicalTrial	""
BRYOSTATIN 1	BRYOSTATIN	Definite	PRRT2	BRYOSTATIN	inhibitor	MyCancerGenomeClinicalTrial	""
BRYOSTATIN 1	BRYOSTATIN	Definite	PRKD1	BRYOSTATIN	""	TdgClinicalTrial	""
BRYOSTATIN 1	BRYOSTATIN	Definite	PRKCQ	BRYOSTATIN	""	TdgClinicalTrial	""
LUMINESPIB	LUMINESPIB	Definite	ALK	LUMINESPIB	""	CIViC	26698910
LUMINESPIB	LUMINESPIB	Definite	HSP90AA1	LUMINESPIB	""	DTC|TTD	25313505
DACINOSTAT	DACINOSTAT	Definite	HDAC1	DACINOSTAT	inhibitor	TTD	""
DACINOSTAT	DACINOSTAT	Definite	HDAC4	DACINOSTAT	inhibitor	DTC	17956988
DACINOSTAT	DACINOSTAT	Definite	KMT2A	DACINOSTAT	""	JAX-CKB	27443263
DACINOSTAT	DACINOSTAT	Definite	HTT	DACINOSTAT	""	TTD	""
DAPORINAD	DAPORINAD	Definite	NAMPT	DAPORINAD	""	TTD	10592235
GW843682X	GW843682X	Definite	MAP4K5	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	TSSK2	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	CSF1R	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	PLK1	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	ITK	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	MELK	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	PTK2	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	KIT	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	PLK3	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	CLK4	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	AXL	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	MAPKAPK5	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	EGFR	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	ERBB2	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	PLK4	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	KDR	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	LIMK1	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	JAK3	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	DYRK1A	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	PRKX	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	NEK2	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	FGFR1	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	FLT1	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	GSK3B	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	PRKG1	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	RPS6KA5	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	SRC	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	LCK	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	RPS6KA3	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	MAP4K4	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	PTK2B	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	JAK2	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	FLT4	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	BRSK1	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	NTRK1	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	FLT3	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	TSSK1B	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	SLK	GW843682X	""	DTC	""
GW843682X	GW843682X	Definite	STK3	GW843682X	""	DTC	""
